"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
107.034230378091,-0.0584002868722504,0.212193008526869,-0.275222483896567,0.783145314092107,0.93780478558461
6793.99856641702,-0.0452026866531017,0.0570812265531583,-0.791901109745874,0.428418339854547,0.853229911382845
2176.37964947888,0.0757298156790228,0.0794022977620659,0.953748415517546,0.340211006426857,0.766197241295631
815.201416304983,0.206250702311984,0.402228829845969,0.512769565500729,0.608112521348549,0.853229911382845
1099.54908589864,0.135074225424876,0.0684870742952996,1.97225866069951,0.0485800862005889,0.272048482723298
28.5335078517797,0.742589159604967,0.306842065117594,2.42010220899921,0.0155161452143597,0.144817355334024
383.825979905618,0.0963346162213038,0.0844201236340299,1.14113332312713,0.253814446035875,0.687459632149593
0.014979909785984,0.0538234132123627,2.96715438466092,0.0181397413935081,0.985527374112966,0.985527374112966
2623.85754160009,-0.086303925087074,0.062799248871897,-1.37428276034199,0.169353916255328,0.592738706893646
93.487921088827,-0.0390254197825487,0.239981257931885,-0.162618614965446,0.870818729471423,0.93780478558461
894.744994923678,-0.191618732025145,0.0600299327542043,-3.19205308474587,0.00141265367626055,0.0395543029352953
251.294129556775,-0.129227449552351,0.27498026557042,-0.469951722841934,0.638389509603396,0.853229911382845
111.146493379496,-0.632566906809251,0.573552133102291,-1.10289347785659,0.270073426915912,0.687459632149593
12.3054941796132,0.026451527621805,0.251201931385908,0.105299857671751,0.916137875910216,0.950068908351335
914.164589261483,-0.0389964355725317,0.0422257077942762,-0.923523550215486,0.355734433458686,0.766197241295631
969.091683012972,-0.0410087023177797,0.06065464544875,-0.676101591467217,0.498976146306318,0.853229911382845
246.439287894857,0.56760406340208,0.282714387585648,2.00769429617417,0.0446757871272369,0.272048482723298
38.8293368776716,0.467391380053749,0.293172032764402,1.59425636765753,0.110878626031225,0.443514504124899
6883.10195276756,0.232500993703463,0.201900283219122,1.15156348468878,0.249500493702667,0.687459632149593
78.4742618590949,-0.0312591377994727,0.169731246401506,-0.184168433698577,0.853881322140413,0.93780478558461
2.10982635702616,-0.329150991940085,0.553156477930265,-0.595041376305783,0.551815813614867,0.853229911382845
9.81882115551278,1.12631516595892,0.39941364582513,2.81992159690018,0.00480353843890311,0.0672495381446436
0.672120767474146,0.112653681170185,0.638675959570921,0.176386287102255,0.859990477074026,0.93780478558461
5318.20696237411,-0.080197092187038,0.136850317421039,-0.586020505457072,0.557861735153478,0.853229911382845
962.50833436996,-0.0435487602061959,0.0925869588082808,-0.470355228929941,0.638101245215594,0.853229911382845
14194.5327153049,0.0355649234483716,0.103452975509022,0.343778642164527,0.731012763442741,0.930379880745306
8.59082340198855,0.111301909625232,0.237922582358259,0.467807252771136,0.639922433537134,0.853229911382845
3566.43730395123,0.189320711639405,0.111561455634613,1.69700825937114,0.0896950990339265,0.418577128824991
